,objectid,name,address,point_x,point_y,dsmc,qxmc,xzmc,xxlb,xzqdm,dj,gdb_geomattr_data,shape,verify_point_x,verify_point_y,verify_address,o_point_x,o_point_y,judge_way
17,3419.0,浙江师范大学附属义乌实验学校,浙江省义乌市北苑街道拥军路209号,120.0402159,29.33945767,金华市,义乌市,北苑街道,初级中学,330782.0,中等教育,,01010000208A110000107EA2E592025E40C06F9EB2E6563D40,120.04062,29.3386,金华市义乌市拥军路209浙江师范大学附属义乌实验学校,120.0402159,29.33945767,tdt
18,3637.0,宁波市海曙区古林镇蜃蛟小学,浙江省宁波市海曙区古林镇蜃蛟村裕城路1号,121.3990252,29.82045705,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A11000018C416A189595E4050D1297909D23D40,121.39974,29.82007,宁波市海曙区裕城1海曙区古林镇蜃蛟小学,121.3990252,29.82045705,tdt
19,3790.0,宁波市红旗幼儿园,乌含巷36号,121.5377463,29.87929558,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A110000C078416F6A625E4090E9E38319E13D40,121.54784,29.8789,宁波市海曙区宁波红旗幼儿园,121.5377463,29.87929558,tdt
20,3868.0,义乌市香山小学教育集团,稠城街道胜利路35号,120.0616006,29.30649581,金华市,义乌市,稠城街道,小学,330782.0,初等教育,,01010000208A11000028648443F1035E40B07D7982764E3D40,120.03893,29.2942,金华市义乌市戚继光路328义乌市香山小学教育集团杨村校区,120.0616006,29.30649581,tdt
21,4043.0,杭州市学军小学,文二路求智巷6号,120.139565,30.28366959,杭州市,西湖区,西溪街道,小学,330106.0,初等教育,,01010000208A11000028F0E1A1EE085E4070EBFB919E483E40,120.13909,30.28423,杭州市西湖区求智巷6号杭州市学军小学,120.139565,30.28366959,tdt
22,4159.0,浙江省交通运输厅幼儿园,杭州市西湖区宝石山下4弄18号,120.1442091,30.26490396,杭州市,西湖区,北山街道,幼儿园,330106.0,学前教育,,01010000208A110000281FA3B83A095E407013F9BED0433E40,120.14466,30.26489,杭州市西湖区宝石山下四弄18号浙江省交通运输厅幼儿园,120.1442091,30.26490396,tdt
23,4285.0,宁波市海曙区德英乐幼儿园,宁波市海曙区灵桥路768号,121.5541249,29.86828196,宁波市,海曙区,江厦街道,幼儿园,330203.0,学前教育,,01010000208A110000F8C82AC876635E40A09CF9B947DE3D40,121.55352,29.86759,宁波市海曙区灵桥路768号芝士公园宁波市海曙区德英乐幼儿园,121.5541249,29.86828196,tdt
24,4378.0,宁波市市级机关第二幼儿园,宁波市海曙区苍水街172号,121.5469119,29.87859828,宁波市,海曙区,鼓楼街道,幼儿园,330203.0,学前教育,,01010000208A110000D8D7DE9A00635E40F0BD0DD1EBE03D40,121.60852,29.8514,宁波市鄞州区舒波路405宁波市市级机关第二幼儿园,121.5469119,29.87859828,tdt
25,4399.0,宁波市闻裕顺幼儿园,宁波市海曙区 蓝天路299弄12号,121.5128392,29.87431558,宁波市,海曙区,白云街道,幼儿园,330203.0,学前教育,,01010000208A11000030CE7E5BD2605E40C0A96725D3DF3D40,121.51999773,29.8597821590001,宁波市海曙区闻裕顺幼儿园,121.5128392,29.87431558,tdt
26,4556.0,宁波市海曙区高桥镇博泽学校,浙江省宁波市海曙区高桥镇宋家漕村迎春路288号,121.4970821,29.87745618,宁波市,海曙区,高桥镇,九年一贯制学校,330203.0,中等教育,,01010000208A110000886D8931D05F5E40F0C5DCF7A0E03D40,121.49641,29.8775,宁波市海曙区迎春路288高桥镇博泽学校,121.4970821,29.87745618,tdt
27,4591.0,宁波市鄞江中学,宁波鄞州区鄞江镇四明东路79弄1号,121.3583774,29.78448106,宁波市,海曙区,鄞江镇,高级中学,330203.0,中等教育,,01010000208A11000020788DA7EF565E40100831C0D3C83D40,121.357575,29.783571,宁波市海曙区四明东路79弄1鄞江中学,121.3583774,29.78448106,tdt
28,4831.0,宁波市外经贸幼儿园,宁波市海曙区筱墙巷22号,121.5294291,29.88086617,宁波市,海曙区,西门街道,幼儿园,330203.0,学前教育,,01010000208A110000D0FCAC2AE2615E4080B6F77180E13D40,121.513,29.85215,宁波市海曙区顺德路318宁波市外经贸幼儿园,121.5294291,29.88086617,tdt
29,5009.0,宁波市海曙区国骅东方幼儿园,海曙区石碶街道雅渡新村888号,121.5019459,29.82673998,宁波市,海曙区,石碶街道,幼儿园,330203.0,学前教育,,01010000208A110000B83B78E11F605E40D019343BA5D33D40,121.50057,29.82651,宁波市海曙区鄞县大道西段888雅渡新村国骅东方幼儿园,121.5019459,29.82673998,tdt
30,5187.0,杭州市余杭区贝贝幼儿园,杭州市余杭区闲林街道良睦路402号,120.004885,30.234594,杭州市,余杭区,闲林街道,幼儿园,330110.0,学前教育,,01010000208A11000068CF2C0950005E4080D6355A0E3C3E40,120.00341,30.2356,杭州市余杭区贝贝幼儿园,120.004885,30.234594,tdt
31,5408.0,杭州市余杭区径山镇双溪中心小学,杭州市余杭区径山镇双溪水磨苑106号,119.82522,30.411435,杭州市,余杭区,径山镇,小学,330110.0,初等教育,,01010000208A11000050008C67D0F45D40006EDDCD53693E40,119.82157,30.40987,杭州市余杭区径山镇双溪中心小学,119.82522,30.411435,tdt
32,5414.0,德清县禹越镇徐家庄中心小学,浙江省德清县禹越镇朝阳路15号,120.2644264,30.52269691,湖州市,德清县,禹越镇,小学,330521.0,初等教育,,01010000208A110000D0CBA25CEC105E40902BF676CF853E40,120.265,30.52354,湖州市德清县禹越镇徐家庄中心小学,120.2644264,30.52269691,tdt
33,5450.0,杭州绿城育华小学,杭州市文一西鲁532号,120.0820373,30.28968642,杭州市,西湖区,蒋村街道,小学,330105.0,初等教育,,01010000208A11000030992C1940055E4040858EE3284A3E40,120.08,30.29304,杭州市西湖区文一西路532-1正北方向197米杭州绿城育华小学,120.0820373,30.28968642,tdt
34,5473.0,义乌市宗泽小学,义乌市江东街道宾王路778号,120.106702,29.29764,金华市,义乌市,江东街道,小学,330782.0,初等教育,,01010000208A110000C01AA034D4065E4040FB9122324C3D40,120.10586,29.2968000000001,金华市义乌市宗泽小学,120.106702,29.29764,tdt
35,5526.0,杭州万向职业技术学院,浙江省杭州市西湖区西溪路896号,120.0709364,30.25486257,杭州市,西湖区,留下街道,专科院校：高等职业学校,330106.0,高等学校,,01010000208A1100005838EC388A045E4060D45EAC3E413E40,120.06977,30.2561000000001,杭州市西湖区西溪路896号杭州万向职业技术学院,120.0709364,30.25486257,tdt
36,5591.0,宁波市宝韵音乐幼儿园,宁波市海曙区柳汀街吴家塘路128号,121.527982,29.870169,宁波市,海曙区,南门街道,幼儿园,330203.0,学前教育,,01010000208A11000018B80375CA615E4030FE4465C3DE3D40,121.62761,29.89353,宁波市鄞州区宝韵音乐幼儿园,121.527982,29.870169,tdt
37,5646.0,杭州市余杭区微时代幼儿园,杭州市余杭经济开发区微时代城12撞,120.231193,30.462897,杭州市,余杭区,塘栖镇,幼儿园,330110.0,学前教育,,01010000208A1100001884B9DDCB0E5E40A06AF46A80763E40,120.2304,30.46284,杭州市临平区龙船坞路96东北方向173米微时代幼儿园,120.231193,30.462897,tdt
38,6005.0,杭州市余杭区林苑学校,浙江省杭州市余杭区运河街道南栅口社区1号综合楼,120.301185,30.463389,杭州市,余杭区,运河街道,九年一贯制学校,330110.0,中等教育,,01010000208A110000F042739D46135E40805358A9A0763E40,120.29913,30.4617,杭州市临平区运河镇南栅口村2组西北方向17米杭州市余杭区林苑学校,120.301185,30.463389,tdt
39,6110.0,宁波市海曙区高桥镇联升佳苑幼儿园,宁波市海曙区高桥镇联升村联升佳苑,121.472526,29.881117,宁波市,海曙区,高桥镇,幼儿园,330203.0,学前教育,,01010000208A110000A020B1DD3D5E5E4020F33AE290E13D40,121.4733,29.88111,宁波市海曙区联升佳苑小区内高桥镇联升佳苑幼儿园,121.472526,29.881117,tdt
40,6318.0,义乌市湖门小学,义乌市后宅街道下余山村B区5幢8号,120.0394637,29.39965134,金华市,义乌市,后宅街道,小学,330782.0,初等教育,,01010000208A110000B85BE09286025E40D0FCE78C4F663D40,120.04025,29.39945,金华市义乌市后宅街道下余山村5幢义乌市湖门小学,120.0394637,29.39965134,tdt
41,6432.0,杭州市乔司职业高级中学,杭州市余杭区乔司街道乔莫东路101号,120.287923,30.355836,杭州市,余杭区,乔司街道,职业高中学校,330110.0,中等教育,,01010000208A110000083197546D125E4050BD6E11185B3E40,120.28812,30.35697,杭州市临平区乔莫东路101杭州市乔司职业高级中学,120.287923,30.355836,tdt
42,6642.0,宁波市范桂馥小学,海曙区白云街48弄9号,121.5180029,29.87557565,宁波市,海曙区,白云街道,小学,330203.0,初等教育,,01010000208A110000089CA1F526615E4010CFDAB925E03D40,121.51856,29.87554,宁波市海曙区环城西路南段171宁波市范桂馥小学,121.5180029,29.87557565,tdt
43,6712.0,德清县钟管镇中心学校,德清县钟管镇环城北路599号,120.185379,30.65084046,湖州市,德清县,钟管镇,九年一贯制学校,330521.0,中等教育,,01010000208A11000098E00240DD0B5E4020CB0B7B9DA63E40,120.18406,30.65311,湖州市德清县环城北路688正西方向148米德清县钟管镇中心学校,120.185379,30.65084046,tdt
44,6831.0,义乌市前店小学,义乌市福田街道前店村4区28号,120.105801,29.382774,金华市,义乌市,福田街道,小学,330782.0,初等教育,,01010000208A11000098B88E71C5065E4050C2137AFD613D40,120.10629,29.38294,金华市义乌市前店四区28义乌市前店小学,120.105801,29.382774,tdt
45,6868.0,杭州市余杭区美好晨晖幼儿园,杭州市余杭区星桥街道星韵路6号,120.251305,30.393333,杭州市,余杭区,星桥街道,幼儿园,330110.0,学前教育,,01010000208A1100009014916115105E400070B378B1643E40,120.25118,30.39222,杭州市临平区星韵路6美好晨晖幼儿园,120.251305,30.393333,tdt
46,6944.0,杭州市余杭区实验小学,杭州市余杭区南苑街道广和街57号,120.301967,30.418128,杭州市,余杭区,南苑街道,小学,330110.0,初等教育,,01010000208A110000285E656D53135E40C08AC56F0A6B3E40,120.317177,30.418659,杭州市临平区余杭区实验小学,120.301967,30.418128,tdt
47,6956.0,宁波市新芝小学,宁波市海曙区广仁街46号,121.533358,29.890984,宁波市,海曙区,西门街道,小学,330203.0,初等教育,,01010000208A110000D8C3978922625E406042058717E43D40,121.5437,29.88304,宁波市海曙区广仁街103号附近宁波市新芝小学,121.533358,29.890984,tdt
48,7215.0,杭州西子实验学校,杭州市西湖区双浦镇姚家坞,120.0512339,30.13066238,杭州市,西湖区,双浦镇,十二年一贯制学校,330106.0,中等教育,,01010000208A110000F009B66A47035E4070CD051773213E40,120.052292,30.129862,杭州市西湖区湖埠村杭州西子实验学校,120.0512339,30.13066238,tdt
49,7273.0,宁波市海曙区莲桥第幼儿园,宁波市海曙区小沙泥街65号,121.547493,29.866596,宁波市,海曙区,江厦街道,幼儿园,330203.0,学前教育,,01010000208A110000807214200A635E4030D8463CD9DD3D40,121.54967,29.86575,宁波市海曙区小沙泥街5~9号天封社区南区莲桥第幼儿园,121.547493,29.866596,tdt
50,7912.0,义乌市第三中学,浙江省义乌市西城路168号,120.068936,29.328239,金华市,义乌市,北苑街道,高级中学,330782.0,中等教育,,01010000208A11000018618A7269045E4090459A7807543D40,120.12357,29.36663,金华市义乌市第三中学,120.068936,29.328239,tdt
51,8094.0,杭州市余杭区五常中学,杭州市余杭区五常街道荆长路520号,120.036133,30.29414,杭州市,余杭区,五常街道,初级中学,330110.0,中等教育,,01010000208A1100009853C90050025E40107250C24C4B3E40,120.038191,30.275474,杭州市余杭区五常中学,120.036133,30.29414,tdt
52,8339.0,义乌市东洲第二幼儿园,义乌市东洲花园流云苑7幢,120.107072,29.308369,金华市,义乌市,江东街道,幼儿园,330782.0,学前教育,,01010000208A11000050948444DA065E40B0195245F14E3D40,120.107555,29.308571,金华市义乌市东洲·流云苑7幢1东洲第二幼儿园,120.107072,29.308369,tdt
53,8368.0,杭州市塘栖中学,杭州市余杭3区塘栖镇西小河35,120.1783525,30.4767071,杭州市,余杭区,塘栖镇,高级中学,330110.0,中等教育,,01010000208A110000182067206A0B5E405017EB79097A3E40,120.23145,30.44424,杭州市临平区塘栖中学,120.1783525,30.4767071,tdt
54,8422.0,浙江工商职业技术学院,宁波市机场路1988号,121.5020227,29.86800527,宁波市,海曙区,古林镇,专科院校：高等职业学校,330203.0,高等学校,,01010000208A110000E04ACD2321605E40E0FEEF9735DE3D40,121.499051,29.867235,宁波市海曙区机场路1988浙江工商职业技术学院浙江工商职业技术学院西门,121.5020227,29.86800527,tdt
55,8434.0,杭州市公益中学,杭州市西湖区文二西路698号,120.0826301,30.28565362,杭州市,西湖区,蒋村街道,初级中学,330106.0,中等教育,,01010000208A110000A80FDCCF49055E40C068669820493E40,120.08316,30.28378,杭州市西湖区杭州市公益中学,120.0826301,30.28565362,tdt
56,8761.0,义乌市树人中学,义乌市义亭镇明月路52号,119.948414,29.238047,金华市,义乌市,义亭镇,完全中学,330782.0,中等教育,,01010000208A1100006044A2D0B2FC5D4030E9EFA5F03C3D40,119.94786,29.23353,金华市义乌市亭上路7西北方向120米树人中学,119.948414,29.238047,tdt
57,8824.0,德清县武康中学,浙江省湖州市德清县舞阳街道343号,119.958719,30.524054,湖州市,德清县,舞阳街道,初级中学,330521.0,中等教育,,01010000208A11000070C3EFA65BFD5D408056276728863E40,119.959389,30.5249170000001,湖州市德清县塔山街343武康中学,119.958719,30.524054,tdt
58,9330.0,义乌复旦实验学校,义乌市振兴西路180号,120.121288,29.329489,金华市,义乌市,福田街道,十二年一贯制学校,330782.0,中等教育,,01010000208A1100007059BE2EC3075E4050641F6459543D40,120.10473,29.32761,金华市义乌市春风大道670号东北方向139米义乌复旦实验学校,120.121288,29.329489,tdt
59,9507.0,宁波市海曙区古林镇春蕾学校,浙江省宁波市海曙区古林镇宋严王村严家1号,121.481786,29.847455,宁波市,海曙区,古林镇,小学,330203.0,初等教育,,01010000208A110000F06AF294D55E5E40F0D495CFF2D83D40,121.482702,29.846908,宁波市海曙区工业区19海曙区古林镇春蕾学校,121.481786,29.847455,tdt
60,9541.0,杭州市余杭区乔司中心小学,杭州市余杭区乔司街道乔莫东路161号,120.288663,30.359452,杭州市,余杭区,乔司街道,小学,330110.0,初等教育,,01010000208A1100003024607479125E40507BD80B055C3E40,120.28788,30.36073,杭州市临平区杭州市余杭区乔司中心小学,120.288663,30.359452,tdt
61,9591.0,义乌市下骆宅小学,浙江省义乌市福田街道下骆宅学生路2号,120.130885,29.33686,金华市,义乌市,福田街道,小学,330782.0,初等教育,,01010000208A11000060A27A6B60085E40A054FB743C563D40,120.131095,29.338182,金华市义乌市紫金北路47号下骆宅小学,120.130885,29.33686,tdt
62,9788.0,杭州市余杭区东湖世纪星幼儿园,经济开发区港园路5号,120.297363,30.445643,杭州市,余杭区,东湖街道,幼儿园,330110.0,学前教育,,01010000208A1100009802D2FE07135E4000B1DEA815723E40,120.3028,30.44099,杭州市临平区港园路5号余杭区东湖世纪星幼儿园,120.297363,30.445643,tdt
63,9844.0,杭州市余杭区仁和第二幼儿园,杭州市余杭区仁和街道东塘村荡田口29-6号,120.114775,30.458683,杭州市,余杭区,仁和街道,幼儿园,330110.0,学前教育,,01010000208A11000080D93D7958075E40303BC43F6C753E40,120.11732,30.45946,杭州市余杭区仁和第二幼儿园,120.114775,30.458683,tdt
64,9860.0,义乌市实验小学教育集团,浙江省义乌市江东南路1号,120.0728854,29.28836143,金华市,义乌市,江东街道,小学,330782.0,初等教育,,01010000208A110000A0D27E27AA045E40A0FBFA0DD2493D40,120.058782,29.273108,金华市义乌市西陈村义乌市实验小学教育集团黎明湖校区,120.0728854,29.28836143,tdt
65,9913.0,杭州市西湖区小桔灯幼儿园,杭州市西湖区留下街道杨家牌楼2号,120.065025,30.249268,杭州市,西湖区,留下街道,幼儿园,330106.0,学前教育,,01010000208A110000081B9E5E29045E4070F01307D03F3E40,120.07032,30.24229,杭州市西湖区杨家牌楼2号小桔灯幼儿园,120.065025,30.249268,tdt
66,10120.0,义乌市苏溪镇第一小学,浙江省金华市义乌市苏溪镇胡宅社区居委会,120.1240449,29.41653312,金华市,义乌市,苏溪镇,小学,330782.0,初等教育,,01010000208A11000000D3E259F0075E40D0B028EAA16A3D40,120.117322,29.410052,金华市义乌市胡宅村义乌市苏溪镇第一小学,120.1240449,29.41653312,tdt
67,10730.0,德清县求是高级中学,浙江省湖州市德清县武康镇阜溪街道求是街1号,119.9855294,30.55330295,湖州市,德清县,阜溪街道,高级中学,330521.0,中等教育,,01010000208A110000B033C5E912FF5D40C0071B43A58D3E40,119.99062,30.5651,湖州市德清县求是高级中学,119.9855294,30.55330295,tdt
68,10927.0,杭州市余杭区临平第三小学,浙江省杭州市余杭区经济技术开发区顺达路166号,120.270402,30.44036,杭州市,余杭区,临平街道,小学,330110.0,初等教育,,01010000208A11000078B130444E115E407077D66EBB703E40,120.26968,30.4405,杭州市临平区杭州市余杭区临平第三小学,120.270402,30.44036,tdt
69,10946.0,杭州市西湖区智多星幼儿园,杭州市紫萱路194号,120.066956,30.319014,杭州市,西湖区,三墩镇,幼儿园,330106.0,学前教育,,01010000208A1100005891D10149045E4050F7C8E6AA513E40,120.07042,30.31973,杭州市西湖区振华路245正东方向20米杭州市西湖区智多星幼儿园,120.066956,30.319014,tdt
70,11001.0,宁波市海曙区章水镇中心小学,宁波市海曙区章水镇通远路150号,121.308611,29.813818,宁波市,海曙区,章水镇,小学,330203.0,初等教育,,01010000208A110000E80B5A48C0535E4070E55E6056D03D40,121.309,29.81438,宁波市海曙区通远路150章水镇中心小学,121.308611,29.813818,tdt
71,11033.0,杭州市余杭区径山镇长乐中心小学,杭州市余杭区径山镇长生路31号,119.847059,30.336857,杭州市,余杭区,径山镇,小学,330110.0,初等教育,,01010000208A11000010B2F33636F65D40C06DA6423C563E40,119.8475,30.3366500000001,杭州市余杭区长生路31径山镇长乐中心小学,119.847059,30.336857,tdt
72,11065.0,杭州市西湖区大大树幼儿园,杭州市莫干山路493-2,120.13919,30.28907,杭州市,西湖区,西溪街道,幼儿园,330106.0,学前教育,,01010000208A110000887B2C7DE8085E403041D47D004A3E40,120.13969,30.28846,杭州市西湖区莫干山路493-1杭州市西湖区大大树幼儿园,120.13919,30.28907,tdt
73,11639.0,义乌市群星外国语学校,义乌市机场路577号,120.061491,29.323282,金华市,义乌市,北苑街道,十二年一贯制学校,330782.0,中等教育,,01010000208A110000E87FF277EF035E40B062F19BC2523D40,120.060986,29.324051,金华市义乌市机场路577义乌市群星外国语学校,120.061491,29.323282,tdt
74,11649.0,杭州市余杭区天长世纪小学,杭州市余杭区乔司街道汀城路与汀兰路交叉口,120.277172,30.388935,杭州市,余杭区,乔司街道,小学,330110.0,初等教育,,01010000208A11000078D7A02FBD115E401045813E91633E40,120.27662,30.3885,杭州市临平区天长世纪小学,120.277172,30.388935,tdt
75,11703.0,杭州市西湖区翠苑第一幼儿园,杭州市西湖区翠苑一区49号,120.1187599,30.28864277,杭州市,西湖区,翠苑街道,幼儿园,330106.0,学前教育,,01010000208A110000605F47C399075E40F014157EE4493E40,120.12303,30.28871,杭州市西湖区翠苑新村一区49翠苑第一幼儿园,120.1187599,30.28864277,tdt
76,11872.0,宁波市海曙区樟村中学,宁波市海曙区章水镇通远路200号,121.308209,29.814006,宁波市,海曙区,章水镇,初级中学,330203.0,中等教育,,01010000208A11000050D53DB2B9535E4070BF7CB262D03D40,121.306626,29.815148,"宁波市海曙区通远路,章水加油站对面宁波市海曙区樟村中学",121.308209,29.814006,tdt
77,12299.0,杭州市西湖区周浦幼儿园,杭州市双浦镇三阳村408号,120.0709102,30.09320063,杭州市,西湖区,双浦镇,幼儿园,330106.0,学前教育,,01010000208A110000F8821BCB89045E4080EE0CFFDB173E40,120.069728,30.094904,杭州市西湖区周浦幼儿园,120.0709102,30.09320063,tdt
78,12846.0,义乌市荷叶塘初级中学,浙江省义乌市福田街道下西陶一区136号,120.1184651,29.3793027,金华市,义乌市,福田街道,初级中学,330782.0,中等教育,,01010000208A1100005083B2EE94075E40604269FB19613D40,120.11663,29.37976,金华市义乌市荷叶塘初级中学,120.1184651,29.3793027,tdt
79,12998.0,杭州市余杭区中泰中心幼儿园,杭州市余杭区中泰街道石鸽路139号,119.931285,30.239568,杭州市,余杭区,中泰街道,幼儿园,330110.0,学前教育,,01010000208A1100005890662C9AFB5D40102B1554543D3E40,119.93178,30.24017,杭州市余杭区中泰中心幼儿园,119.931285,30.239568,tdt
80,13040.0,杭州市余杭区树兰幼儿园,浙江省杭州市余杭区临平星光街352号树兰幼儿园,120.281676,30.429591,杭州市,余杭区,临平街道,幼儿园,330110.0,学前教育,,01010000208A1100005804C6FA06125E40F0A7FFACF96D3E40,120.28397,30.42864,杭州市临平区星光街352号树兰幼儿园,120.281676,30.429591,tdt
81,13079.0,杭州市余杭区东湖水漾幼儿园,杭州市余杭区新颜社区水漾人家西门,120.310142,30.430481,杭州市,余杭区,南苑街道,幼儿园,330110.0,学前教育,,01010000208A11000070C7D45DD9135E40A08CB800346E3E40,120.30915,30.43,杭州市临平区水漾人家12幢余杭区东湖水漾幼儿园,120.310142,30.430481,tdt
82,13090.0,义乌市廿三里第一小学,浙江省义乌市廿三里街道中新西街168号,120.169691,29.32627,金华市,义乌市,廿三里街,小学,330782.0,初等教育,,01010000208A11000038DBA337DC0A5E4080AA436E86533D40,120.157007,29.328988,金华市义乌市廿三里第一小学,120.169691,29.32627,tdt
83,13210.0,杭州市长阳中学,浙江省杭州市拱墅区长阳路2号,120.089405,30.326951,杭州市,西湖区,三墩镇,初级中学,330106.0,中等教育,,01010000208A11000058C6BFCFB8055E4000658C0FB3533E40,120.09022,30.32709,杭州市西湖区长阳路2长阳中学,120.089405,30.326951,tdt
